# ⚠️ 撤回清單（負向回饋用）：以下職缺曾在 4/5 號訓練回饋檔的歷史版本中，被錯誤標記為『理想推薦』的類別。
情境,職缺名稱,duty0,duty1,duty2,duty3,duty4,錯誤類別數,應撤回_錯誤類別_1,應撤回_錯誤類別_2,應撤回_錯誤類別_3,應撤回_錯誤類別_4,應撤回_錯誤類別_5,應撤回_錯誤類別_6,應撤回_錯誤類別_7,應撤回_錯誤類別_8,應撤回_錯誤類別_9,應撤回_錯誤類別_10,應撤回_錯誤類別_11,應撤回_錯誤類別_12,應撤回_錯誤類別_13,應撤回_錯誤類別_14,應撤回_錯誤類別_15,應撤回_錯誤類別_16,應撤回_錯誤類別_17,應撤回_錯誤類別_18,應撤回_錯誤類別_19,曾出現版本
enhancement_排序待優化,生產儲備幹部(大埔美廠),技術人員,機械操作人員,機械加工技術人員,包裝員／作業員,領班／管理幹部,9,塑膠押出技術人員,塑膠模具技術人員,壓鑄模具技術人員,智慧製程工程師,模具技術人員,沖壓模具技術人員,生管主管,電機技師／工程師,電機設備裝配員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,倉管行政人員,倉管／物料管理員,行政人員,電腦操作／資料輸入,檔案資料管理人員,行政助理,9,保稅人員,國貿人員,報關人員,採購助理,文字客服,生管／助理,秘書,資料庫管理人員,資材人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,現場儲備幹部,生管／助理,工廠高階主管,生產線工程師,機械操作人員,儲備幹部,18,PLC／自動控制工程師,學徒,工地主管／主任,智慧製程工程師,模板工程人員,水電工,測量／儀校人員,營建主管,營建工程人員,營造工程師,生管主管,資材主管,資材人員,防水施工人員,電機工程主管,電機技師／工程師,電機設備裝配員,領班／管理幹部,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,現場機械組立《儲備幹部》,機械加工技術人員,組裝組立技術人員,技術人員,機械操作人員,儲備幹部,8,PLC／自動控制工程師,智慧製程工程師,模具技術人員,水電工,生管主管,電機工程主管,電機技師／工程師,電機設備裝配員,,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,台糖-柳營尖山埤渡假村房務主任,飯店／旅館櫃檯人員,飯店／旅館主管,,,,9,侍酒師,儲備幹部,品管／品保主管,售票／收銀人員,客服主管,店長／門市管理人員,調酒師／吧台人員,門市／店員／專櫃人員,餐飲主管,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,旅館訂房人員(孰悉OTA),飯店／旅館櫃檯人員,飯店／旅館主管,,,,9,室內設計助理,工業設計,房務人員,神秘客,票務人員／旅行社人員,調酒師／吧台人員,資材人員,門市／店員／專櫃人員,飯店／旅館服務人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,280 東勢中正餐廳 服務員(兼職),餐飲服務人員,餐廚助手,,,,9,侍酒師,冷熱飲調製人員,售票／收銀人員,外送人員,藥師助理,調酒師／吧台人員,門市／店員／專櫃人員,飯店／旅館服務人員,餐飲主管,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,236 田中中正餐廳 服務員(兼職),餐飲服務人員,餐廚助手,,,,9,侍酒師,冷熱飲調製人員,售票／收銀人員,外送人員,藥師助理,調酒師／吧台人員,門市／店員／專櫃人員,飯店／旅館服務人員,餐飲主管,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,勝博殿外場假日計時服務員[台南西門店],餐飲服務人員,餐廚助手,,,,8,侍酒師,冷熱飲調製人員,外送人員,洗碗人員,西式廚師,調酒師／吧台人員,門市／店員／專櫃人員,飯店／旅館服務人員,,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,外場麵包台人員,餐飲服務人員,餐廚助手,,,,9,侍酒師,冷熱飲調製人員,咖啡師,售票／收銀人員,外送人員,洗碗人員,調酒師／吧台人員,門市／店員／專櫃人員,飯店／旅館服務人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,"月薪【38,000~43,000】欣欣百貨店【涮乃葉】日式火鍋 正職人員",餐飲服務人員,餐廚助手,,,,8,侍酒師,冷熱飲調製人員,品管／品保主管,日式廚師,西式廚師,調酒師／吧台人員,門市／店員／專櫃人員,餐飲主管,,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,"月薪【38,000~43,000】統一時代市府店【涮乃葉】-營運正職人員",餐飲服務人員,餐廚助手,,,,8,侍酒師,其他料理廚師,冷熱飲調製人員,品管／品保主管,日式廚師,西式廚師,調酒師／吧台人員,門市／店員／專櫃人員,,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,"月薪【38,000~43,000】板橋遠百店【涮乃葉】日式火鍋 -營運正職人員",餐飲服務人員,餐廚助手,,,,9,侍酒師,冷熱飲調製人員,品管／品保主管,店長／門市管理人員,日式廚師,西式廚師,調酒師／吧台人員,門市／店員／專櫃人員,餐飲主管,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,"月薪【38,000~43,000】汐止遠雄店【涮乃葉】日式火鍋-營運正職人員",餐飲服務人員,餐廚助手,,,,9,侍酒師,冷熱飲調製人員,品管／品保主管,店長／門市管理人員,日式廚師,西式廚師,調酒師／吧台人員,門市／店員／專櫃人員,餐飲主管,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,46 新莊中正餐廳 服務員(兼職),餐飲服務人員,餐廚助手,,,,9,侍酒師,冷熱飲調製人員,售票／收銀人員,外送人員,藥師助理,調酒師／吧台人員,門市／店員／專櫃人員,飯店／旅館服務人員,餐飲主管,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,365 三重三和餐廳 服務員(兼職),餐飲服務人員,餐廚助手,,,,9,侍酒師,冷熱飲調製人員,咖啡師,售票／收銀人員,外送人員,調酒師／吧台人員,門市／店員／專櫃人員,飯店／旅館服務人員,餐飲主管,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,◆歡迎暑假打工族◆大寮上市櫃科技公司◆徵技術員,組裝組立技術人員,包裝員／作業員,機械加工技術人員,機械操作人員,工讀生,9,CNC車床人員,PLC／自動控制工程師,塑膠押出技術人員,技術人員,智慧製程工程師,模具技術人員,水電工,電機技師／工程師,電機設備裝配員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,管理部主管,行政主管,人事／人力資源主管,總務主管,經營管理主管,專案業務主管,9,儲備幹部,品管／品保主管,客服主管,店長／門市管理人員,旅遊休閒類主管,產品經理,維修技術主管,資材主管,電機工程主管,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,456 台北台大餐廳 服務員(兼職),餐飲服務人員,餐廚助手,,,,9,侍酒師,冷熱飲調製人員,咖啡師,售票／收銀人員,外送人員,調酒師／吧台人員,門市／店員／專櫃人員,飯店／旅館服務人員,餐飲主管,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,晚班工讀15-23時薪$196起薪,門市／店員／專櫃人員,售票／收銀人員,,,,18,倉儲物流人員,倉管／物料管理員,冷熱飲調製人員,外務／快遞／送貨,外送人員,安親／課輔老師,工讀生,房務人員,洗碗人員,生鮮處理人員,補習班招生人員,調酒師／吧台人員,資材人員,遊樂景點工作人員,飯店／旅館工作人員,餐廚助手,餐飲服務人員,餐飲領班,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,產品推廣人員/助理(台中),活動企劃人員,產品企劃人員,客服工程師,業務工程師,國內業務人員,9,國貿助理,執行製作／助理,媒體公關人員,採購助理,業務助理,秘書,行政人員,行銷企劃助理,電腦操作／資料輸入,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,營業專員(籌備幹部),太陽能技術工程師,現場規劃工程師,國內業務人員,產品企劃人員,通路開發人員,9,儲備幹部,國內業務主管,國外業務主管,客服主管,產品企劃主管,產品經理,財務／會計主管,資材主管,資材人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,業務司機(月薪40000元起，電洽0919-089168),外務／快遞／送貨,小客車／小貨車司機,大貨車司機,國內業務人員,通路開發人員,9,人力／外勞仲介,國外業務主管,國外業務人員,國貿人員,國貿助理,報關人員,廣告AE,文字客服,空運／船務,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,豬烤官2.0 虎尾店誠徵 外場計時人員,餐飲服務人員,餐廚助手,工讀生,總機／接待／櫃檯人員,客服人員,8,侍酒師,冷熱飲調製人員,外送人員,洗碗人員,西式廚師,調酒師／吧台人員,門市／店員／專櫃人員,飯店／旅館服務人員,,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,行政／出貨助理（固定休六日）,行政人員,行政助理,活動企劃人員,社群經營人員,客服人員,9,國貿助理,排版人員,採購助理,業務助理,生管／助理,秘書,行銷企劃助理,財務／會計助理,電腦操作／資料輸入,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,宴會訂席主管  業務經理職缺(新店館),國內業務人員,行銷企劃人員,婚禮企劃人員,產品經理,客服人員,14,儲備幹部,加盟／招商人員,國內業務主管,國外業務主管,土地開發人員,客服主管,專案業務主管,店長／門市管理人員,廣告／行銷企劃主管,產品企劃主管,通路開發人員,長照機構業務負責人,飯店／旅館主管,餐飲主管,,,,,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,兼職電銷工讀(新北S1150521004),工讀生,電話客服人員,電話行銷人員,業務助理,客服人員,8,國貿助理,媒體公關人員,廣告AE,廣告設計,活動企劃人員,行銷企劃人員,門市／店員／專櫃人員,電訪人員,,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,行政門市倉管 (無經驗可) (✨有年終、績效獎金及抽成),行政人員,倉管／物料管理員,店長／門市管理人員,品管／品保主管,客服人員,9,國貿助理,採購助理,業務助理,檔案資料管理人員,生管／助理,秘書,財務／會計助理,資材人員,電腦操作／資料輸入,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,資訊服務顧問-台中,其他專案管理師,資訊助理人員,軟體相關管理師,客服工程師,ERP專案管理師,9,客服主管,客服人員,平面設計,廣告設計,房務人員,神秘客,空服人員,資料庫管理人員,電話客服人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,系統工程師-高雄,系統工程師,客服工程師,技術文件／說明書編譯,資安工程師,嵌入式工程師,9,IC佈局工程師,IC設計工程師,PCB-Layout佈局工程師,PLC／自動控制工程師,土木工程師,工業設計,建築繪圖／設計,水電工程師,軟體工程師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,【台南日商】半導體設備工程師(享年終+年中),軟體助理工程師,機械設備組裝測試人員,電機設備裝配員,半導體設備工程師,光學工程師,9,BIOS工程師,IC佈局工程師,IC設計工程師,RF通訊工程師,嵌入式工程師,數位IC設計工程師,機電技師／工程師,測試工程師,韌體工程師,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,台中 中科 ⭐半導體裝機工程師(享年終+年中)須出差,軟體助理工程師,機械設備組裝測試人員,電機設備裝配員,半導體設備工程師,光學工程師,9,BIOS工程師,PLC／自動控制工程師,工業設計,機電技師／工程師,測試工程師,燈光技術人員,設備工程主管,電機技師／工程師,電腦組裝／維修,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,機電工程師,水電工程師,電機維修人員,內業工程人員,工地監工,機電技師／工程師,17,ESG永續管理師,PLC／自動控制工程師,工業設計,弱電工程師,智慧製程工程師,模具技術人員,機械工程師,機構工程師,水利工程師,水土保持技師,水電工,營建主管,現場規劃工程師,維修技術主管,能源工程師,電機技師／工程師,電機設備裝配員,,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,中區(雲林)機械維修工程師,機械工程師,產品設備維修人員,機械設備組裝測試人員,電機維修人員,機電技師／工程師,9,PLC／自動控制工程師,機械加工技術人員,機構工程師,水電工,水電工程師,生產設備工程師,電器產品維修人員,電機技師／工程師,電機設備裝配員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,助理工程師,太陽能技術工程師,CAD／CAM工程師,水電及其他工程繪圖人員,機械設計／繪圖人員,機電技師／工程師,13,光電／半導體工程助理,冷凍空調繪圖／設計,室內設計助理,工程助理,技術文件／說明書編譯,棚內技術工程人員,測試工程師,測量／儀校人員,產品設備維修人員,系統工程師,軟體助理工程師,軟體工程師,韌體工程師,,,,,,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,技術服務課 主管,技術人員,電機維修人員,維修技術主管,電機技師／工程師,機電技師／工程師,9,CAD／CAM工程師,客服工程師,專案管理主管,技術支援主管,水電工程師,硬體工程研發主管,設備工程主管,電子商務技術主管,電子設備維修人員,,,,,,,,,,,v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
enhancement_排序待優化,風場運維人員,技術人員,學徒,電機維修人員,電機技師／工程師,機電技師／工程師,17,CNC車床人員,倉儲物流人員,倉管／物料管理員,地勤人員,工地監工,智慧製程工程師,服裝設計,林木伐運工作者,水利工程師,水電工,理貨人員,產品設備維修人員,神秘客,維修技術主管,資材人員,農藝栽培專業人員,農藝／畜產研究人員,,,v2-worst(14412筆版)｜v3-enh(18181筆版)｜v4-enh(19131筆版)｜v5-enh(18737筆版)｜v6-合併版｜v7-合併版(worst已修/enh仍污染)
