# worst case 拯救方案：已驗證安全的手術式修正（儲備幹部/駐校代表/電話行銷人員 三桶，共615筆，零誤傷本次已救回案例）
問題桶,職缺名稱,duty0,duty1,duty2,duty3,duty4,現有版本_推薦1,現有版本_推薦2,現有版本_推薦3,現有版本_推薦4,現有版本_推薦5,現有版本_推薦6,現有版本_推薦7,現有版本_推薦8,現有版本_推薦9,現有版本_推薦10,理想推薦_1,理想推薦_2,理想推薦_3,理想推薦_4,理想推薦_5,理想推薦_6,理想推薦_7,理想推薦_8,理想推薦_9,理想推薦_10
電話行銷人員(電商倉儲時薪供餐),【桃園青埔】電商理貨員｜快速上班｜週休二日見紅休｜日班/午班可選 601HT,倉儲物流人員,理貨人員,,,,電話行銷人員,補習班招生人員,電話客服人員,電訪人員,客服人員,內勤業務,行政助理,帳款催收人員,文字客服,總機／接待／櫃檯人員,倉儲物流人員,補習班招生人員,電話客服人員,電訪人員,客服人員,內勤業務,行政助理,帳款催收人員,文字客服,總機／接待／櫃檯人員
駐校代表(理貨/駐點誤判),溪湖光平街06:00～09:00理貨人員,倉儲物流人員,理貨人員,,,,駐校代表,補習班招生人員,總機／接待／櫃檯人員,內勤業務,樓面管理人員,汽車銷售人員,國內業務人員,電訪人員,飯店／旅館櫃檯人員,醫院行政管理人員,倉儲物流人員,補習班招生人員,總機／接待／櫃檯人員,內勤業務,樓面管理人員,汽車銷售人員,國內業務人員,電訪人員,飯店／旅館櫃檯人員,醫院行政管理人員
儲備幹部類(連鎖超商+班別),全家便利商店-延吉店-晚班正職人員,門市／店員／專櫃人員,店長／門市管理人員,,,,餐飲服務人員,日式廚師,中／港式點心廚師,儲備幹部,中式廚師,生鮮處理人員,餐飲領班,洗碗人員,其他料理廚師,餐廚助手,門市／店員／專櫃人員,生鮮處理人員,餐飲領班,其他料理廚師,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店-興仁店-早班正職人員,門市／店員／專櫃人員,店長／門市管理人員,,,,餐飲服務人員,日式廚師,儲備幹部,中／港式點心廚師,生鮮處理人員,中式廚師,餐飲領班,洗碗人員,餐廚助手,其他料理廚師,門市／店員／專櫃人員,生鮮處理人員,餐飲領班,餐廚助手,其他料理廚師,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店-興仁店-晚班正職人員,門市／店員／專櫃人員,店長／門市管理人員,,,,餐飲服務人員,日式廚師,中／港式點心廚師,儲備幹部,中式廚師,生鮮處理人員,餐飲領班,洗碗人員,其他料理廚師,餐廚助手,門市／店員／專櫃人員,生鮮處理人員,餐飲領班,其他料理廚師,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店（台南赤崁店）正職大夜‘’短期勿試‘’，歡迎二度就業面試,門市／店員／專櫃人員,門市／店員／專櫃人員,,,,儲備幹部,餐飲服務人員,生鮮處理人員,加油服務,中／港式點心廚師,洗碗人員,中式麵點人員／師傅,餐廚助手,日式廚師,西點蛋糕師,門市／店員／專櫃人員,生鮮處理人員,加油服務,中式麵點人員／師傅,餐廚助手,西點蛋糕師,,,,
儲備幹部類(連鎖超商+班別),全家便利商店太平水林店徵大夜人員,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,洗碗人員,餐飲服務人員,樓面管理人員,飯店／旅館工作人員,店長／門市管理人員,餐飲主管,加油服務,總機／接待／櫃檯人員,飯店／旅館櫃檯人員,售票／收銀人員,樓面管理人員,飯店／旅館工作人員,店長／門市管理人員,餐飲主管,加油服務,總機／接待／櫃檯人員,飯店／旅館櫃檯人員,,
儲備幹部類(連鎖超商+班別),長期全家新莊新頭前 大夜班,售票／收銀人員,門市／店員／專櫃人員,,,,中／港式點心廚師,儲備幹部,餐廚助手,中式麵點人員／師傅,牙體技術人員,衣物整燙人員,洗碗人員,中式廚師,西點蛋糕師,工讀生,售票／收銀人員,餐廚助手,中式麵點人員／師傅,牙體技術人員,衣物整燙人員,西點蛋糕師,工讀生,,,
儲備幹部類(連鎖超商+班別),全家便利商店(中班)高雄重和店,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,日式廚師,中／港式點心廚師,餐飲主管,店長／門市管理人員,餐飲服務人員,中式廚師,其他料理廚師,洗碗人員,餐廚助手,售票／收銀人員,餐飲主管,店長／門市管理人員,其他料理廚師,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店大夜班(歡迎有心就業者),售票／收銀人員,門市／店員／專櫃人員,,,,洗碗人員,加油服務,中／港式點心廚師,學徒,儲備幹部,衣物整燙人員,餐廚助手,餐飲服務人員,汽車美容,中式麵點人員／師傅,售票／收銀人員,加油服務,學徒,衣物整燙人員,餐廚助手,汽車美容,中式麵點人員／師傅,,,
儲備幹部類(連鎖超商+班別),全家便利商店（大夜班）不必跑店,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,加油服務,中／港式點心廚師,洗碗人員,店長／門市管理人員,餐飲服務人員,餐飲主管,日式廚師,中式廚師,餐廚助手,售票／收銀人員,加油服務,店長／門市管理人員,餐飲主管,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家三富店 徵大夜班,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,日式廚師,洗碗人員,中／港式點心廚師,中式廚師,餐飲服務人員,其他料理廚師,餐飲主管,餐廚助手,鐵板燒廚師,售票／收銀人員,其他料理廚師,餐飲主管,餐廚助手,鐵板燒廚師,,,,,
儲備幹部類(連鎖超商+班別),全家永和大福店 大夜班,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,日式廚師,中／港式點心廚師,洗碗人員,餐飲服務人員,中式廚師,餐飲主管,其他料理廚師,店長／門市管理人員,餐廚助手,售票／收銀人員,餐飲主管,其他料理廚師,店長／門市管理人員,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),7-11集美晚班正職,售票／收銀人員,門市／店員／專櫃人員,,,,日式廚師,餐飲服務人員,中／港式點心廚師,中式廚師,洗碗人員,餐廚助手,其他料理廚師,加油服務,餐飲領班,鐵板燒廚師,售票／收銀人員,餐廚助手,其他料理廚師,加油服務,餐飲領班,鐵板燒廚師,,,,
儲備幹部類(連鎖超商+班別),全家新橋店（假日大夜）,售票／收銀人員,門市／店員／專櫃人員,,,,日式廚師,洗碗人員,中／港式點心廚師,餐飲服務人員,中式廚師,儲備幹部,其他料理廚師,餐飲主管,餐廚助手,鐵板燒廚師,售票／收銀人員,其他料理廚師,餐飲主管,餐廚助手,鐵板燒廚師,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店（早班）,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,中／港式點心廚師,日式廚師,工讀生,店長／門市管理人員,餐飲主管,餐飲服務人員,公家機關相關人員,餐廚助手,中式廚師,售票／收銀人員,工讀生,店長／門市管理人員,餐飲主管,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店（晚班）,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,中／港式點心廚師,日式廚師,工讀生,餐飲主管,中式廚師,餐廚助手,餐飲服務人員,其他料理廚師,公家機關相關人員,售票／收銀人員,工讀生,餐飲主管,餐廚助手,其他料理廚師,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店［早班］,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,餐飲主管,店長／門市管理人員,中／港式點心廚師,日式廚師,補習班招生人員,工讀生,餐飲服務人員,加盟／招商人員,中式廚師,售票／收銀人員,餐飲主管,店長／門市管理人員,補習班招生人員,工讀生,加盟／招商人員,,,,
儲備幹部類(連鎖超商+班別),全家便利商店［晚班］,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,餐飲主管,中／港式點心廚師,日式廚師,店長／門市管理人員,工讀生,中式廚師,餐飲服務人員,其他料理廚師,餐廚助手,售票／收銀人員,餐飲主管,店長／門市管理人員,工讀生,其他料理廚師,餐廚助手,,,,
儲備幹部類(連鎖超商+班別),全家便利商店板橋雙城店大夜正職,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,日式廚師,中／港式點心廚師,餐飲服務人員,中式廚師,洗碗人員,餐飲主管,其他料理廚師,店長／門市管理人員,餐廚助手,售票／收銀人員,餐飲主管,其他料理廚師,店長／門市管理人員,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家太平建昌店徵大夜班人員,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,餐飲服務人員,洗碗人員,日式廚師,中／港式點心廚師,中式廚師,餐飲主管,衣物整燙人員,其他料理廚師,飯店／旅館工作人員,售票／收銀人員,餐飲主管,衣物整燙人員,其他料理廚師,飯店／旅館工作人員,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店福興福利店晚班兼職,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,洗碗人員,餐飲服務人員,日式廚師,中／港式點心廚師,工讀生,中式廚師,餐飲主管,餐廚助手,飯店／旅館工作人員,售票／收銀人員,工讀生,餐飲主管,餐廚助手,飯店／旅館工作人員,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店(台中高雅店)大夜班人員,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,餐飲服務人員,洗碗人員,日式廚師,中／港式點心廚師,中式廚師,餐飲主管,店長／門市管理人員,飯店／旅館工作人員,加油服務,售票／收銀人員,餐飲主管,店長／門市管理人員,飯店／旅館工作人員,加油服務,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店「早班」,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,中／港式點心廚師,工讀生,日式廚師,餐廚助手,餐飲主管,補習班招生人員,公家機關相關人員,店長／門市管理人員,餐飲服務人員,售票／收銀人員,工讀生,餐廚助手,餐飲主管,補習班招生人員,店長／門市管理人員,,,,
儲備幹部類(連鎖超商+班別),全家便利商店「早班」,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,中／港式點心廚師,工讀生,日式廚師,餐廚助手,餐飲主管,補習班招生人員,公家機關相關人員,店長／門市管理人員,餐飲服務人員,售票／收銀人員,工讀生,餐廚助手,餐飲主管,補習班招生人員,店長／門市管理人員,,,,
儲備幹部類(連鎖超商+班別),全家便利商店「晚班」,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,中／港式點心廚師,工讀生,日式廚師,餐飲主管,餐廚助手,中式廚師,餐飲服務人員,其他料理廚師,公家機關相關人員,售票／收銀人員,工讀生,餐飲主管,餐廚助手,其他料理廚師,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店〔晚班〕,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,日式廚師,中／港式點心廚師,餐飲主管,工讀生,中式廚師,餐廚助手,其他料理廚師,餐飲服務人員,公家機關相關人員,售票／收銀人員,餐飲主管,工讀生,餐廚助手,其他料理廚師,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店「大夜班」,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,中／港式點心廚師,公家機關相關人員,餐廚助手,日式廚師,衣物整燙人員,中式麵點人員／師傅,店長／門市管理人員,中式廚師,西點蛋糕師,售票／收銀人員,餐廚助手,衣物整燙人員,中式麵點人員／師傅,店長／門市管理人員,西點蛋糕師,,,,
儲備幹部類(連鎖超商+班別),全家便利商店早/晚班,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,中／港式點心廚師,日式廚師,餐飲主管,中式廚師,店長／門市管理人員,其他料理廚師,餐廚助手,工讀生,餐飲服務人員,售票／收銀人員,餐飲主管,店長／門市管理人員,其他料理廚師,餐廚助手,工讀生,,,,
儲備幹部類(連鎖超商+班別),全家便利商店（早班）,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,中／港式點心廚師,日式廚師,工讀生,店長／門市管理人員,餐飲主管,餐飲服務人員,公家機關相關人員,餐廚助手,中式廚師,售票／收銀人員,工讀生,店長／門市管理人員,餐飲主管,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店［大夜班］,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,中／港式點心廚師,店長／門市管理人員,餐飲主管,日式廚師,中式廚師,其他料理廚師,公家機關相關人員,餐廚助手,洗碗人員,售票／收銀人員,店長／門市管理人員,餐飲主管,其他料理廚師,餐廚助手,,,,,
儲備幹部類(連鎖超商+班別),全家便利商店（大夜班）,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,中／港式點心廚師,日式廚師,餐廚助手,中式廚師,洗碗人員,公家機關相關人員,衣物整燙人員,店長／門市管理人員,其他料理廚師,售票／收銀人員,餐廚助手,衣物整燙人員,店長／門市管理人員,其他料理廚師,,,,,
儲備幹部類(連鎖超商+班別),全家桃園愛國店 晚班,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,日式廚師,中／港式點心廚師,餐飲主管,中式廚師,其他料理廚師,餐飲服務人員,洗碗人員,餐廚助手,店長／門市管理人員,售票／收銀人員,餐飲主管,其他料理廚師,餐廚助手,店長／門市管理人員,,,,,
儲備幹部類(連鎖超商+班別),全家裕聖晚班正職人員(免經驗/長期）(歡迎二度就業),售票／收銀人員,門市／店員／專櫃人員,,,,餐飲服務人員,生鮮處理人員,洗碗人員,加油服務,餐飲領班,日式廚師,中／港式點心廚師,飯店／旅館工作人員,餐廚助手,中式廚師,售票／收銀人員,生鮮處理人員,加油服務,餐飲領班,飯店／旅館工作人員,餐廚助手,,,,
儲備幹部類(連鎖超商+班別),全家便利商店-早、晚班兼職人員(中和區),售票／收銀人員,門市／店員／專櫃人員,,,,洗碗人員,餐飲服務人員,工讀生,加油服務,日式廚師,中／港式點心廚師,飯店／旅館工作人員,儲備幹部,餐廚助手,補習班招生人員,售票／收銀人員,工讀生,加油服務,飯店／旅館工作人員,餐廚助手,補習班招生人員,,,,
儲備幹部類(連鎖超商+班別),🍙全家超商晚班徵才，另徵代班大夜,售票／收銀人員,門市／店員／專櫃人員,,,,儲備幹部,國內業務人員,駐校代表,代書／地政士,不動產經紀人／營業員,內勤業務,不動產／商場開發人員,汽車銷售人員,不動產審核／估價師,工讀生,售票／收銀人員,國內業務人員,駐校代表,代書／地政士,不動產經紀人／營業員,內勤業務,不動產／商場開發人員,汽車銷售人員,不動產審核／估價師,工讀生
