品牌名,職缺名稱,廠商duty0,廠商duty1,廠商duty2,廠商duty3,廠商duty4,AI推薦1,AI推薦2,AI推薦3,AI推薦4,AI推薦5
LA ONE Café,【LA ONE Café】晚班外場服務人員_兼職,餐飲服務人員,,,,,飯店／旅館服務人員,冷熱飲調製人員,調酒師／吧台人員,門市／店員／專櫃人員,外送人員
LA ONE 中央工廠,【LA ONE 中央工廠】清潔人員_兼職,清潔／資源回收人員,洗碗人員,,,,房務人員,生管／助理,生鮮處理人員,倉管／物料管理員,外送人員
LOPIA高雄漢神巨蛋店,【LOPIA高雄漢神巨蛋店】兼職人員★【晚班】．歡迎學生打工．二度就業★,餐廚助手,生鮮處理人員,售票／收銀人員,,,外送人員,調酒師／吧台人員,飯店／旅館服務人員,冷熱飲調製人員,門市／店員／專櫃人員
Levi＇s,全球最知名的丹寧服飾外商公司【Levi＇s】服裝搭配師｜歡迎新鮮人(大台北全區),門市／店員／專櫃人員,,,,,服裝設計,電機技師／工程師,電機設備裝配員,智慧製程工程師,工業設計
M-H,【M-H】光學濾光片_整合工程師(湖口廠),生產技術／製程工程師,,,,,太陽能技術工程師,MES工程師,鉗工,機械設備組裝測試人員,BIOS工程師
M-H,【M-H】光學濾光片_晶片製程工程師_輪班制(湖口廠),生產技術／製程工程師,,,,,機構工程師,CNC車床人員,IC封裝／測試工程師,電機設備裝配員,電機技師／工程師
M-H,【M-H】光學薄膜_鍍二濺鍍設備工程師(湖口廠),生產技術／製程工程師,生產設備工程師,,,,BIOS工程師,機構工程師,IC佈局工程師,機電技師／工程師,水電工程師
MERCER BRUNCH,【MERCER BRUNCH】儲備幹部,餐飲服務人員,餐飲主管,門市／店員／專櫃人員,,,品管／品保主管,儲備幹部,資材主管,智慧製程工程師,電機工程主管
MG豐展,【MG豐展】引擎技師（MG仁德廠）,汽車引擎技術人員,汽車維修人員,,,,汽車檢驗員,電機技師／工程師,電機設備裝配員,技術人員,CNC車床人員
MG豐展,【MG豐展】引擎技師（MG安平廠）,汽車引擎技術人員,汽車維修人員,,,,電機技師／工程師,汽車檢驗員,電機設備裝配員,技術人員,CNC車床人員
MG豐展,【MG豐展】引擎技師（MG新營廠）,汽車引擎技術人員,汽車維修人員,,,,汽車檢驗員,電機技師／工程師,電機設備裝配員,技術人員,模具技術人員
MLD台鋁,[MLD台鋁]悅品點心廚房一廚,中式廚師,餐廚助手,,,,調酒師／吧台人員,侍酒師,門市／店員／專櫃人員,冷熱飲調製人員,飯店／旅館服務人員
MLD台鋁,[MLD台鋁]悅品點心廚房兼職人員,餐廚助手,,,,,調酒師／吧台人員,飯店／旅館服務人員,門市／店員／專櫃人員,冷熱飲調製人員,侍酒師
MLD台鋁,[MLD台鋁]燒臘央廚廚師(一廚/二廚/三廚),中式廚師,其他料理廚師,,,,調酒師／吧台人員,冷熱飲調製人員,侍酒師,西式廚師,洗碗人員
MLD台鋁,[MLD台鋁]開發部專員,通路開發人員,國內業務人員,行政人員,,,零組件工程師,電子工程師,汽車研發人員,材料研發人員,專案管理主管
MLD台鋁_晶綺盛宴,[MLD台鋁_晶綺盛宴]宴會廚副主廚,中式廚師,其他料理廚師,,,,調酒師／吧台人員,侍酒師,冷熱飲調製人員,門市／店員／專櫃人員,品管／品保主管
MLD台鋁_晶綺盛宴,[MLD台鋁_晶綺盛宴]訂席業務副理,餐飲主管,國內業務主管,客服主管,,,國貿助理,業務助理,秘書,採購助理,財務／會計助理
MO-MO-PARADISE,"【MO-MO-PARADISE】中和環球牧場-外場兼職(假日班-中班,晚班)(時薪210-250元)",餐飲服務人員,工讀生,門市／店員／專櫃人員,,,外送人員,調酒師／吧台人員,冷熱飲調製人員,生鮮處理人員,房務人員
MO-MO-PARADISE,"【MO-MO-PARADISE】中壢大江牧場-外場兼職(假日班-中班,晚班)(時薪210元-250元)",餐飲服務人員,工讀生,門市／店員／專櫃人員,,,外送人員,調酒師／吧台人員,冷熱飲調製人員,生鮮處理人員,倉管／物料管理員
MO-MO-PARADISE,"【MO-MO-PARADISE】台北中山牧場-外場兼職(早班,中班,晚班)(時薪210元-250元)",餐飲服務人員,工讀生,門市／店員／專櫃人員,,,外送人員,冷熱飲調製人員,調酒師／吧台人員,生鮮處理人員,房務人員
MO-MO-PARADISE,【MO-MO-PARADISE】嘉義秀泰牧場-外場兼職(假日班)(時薪210元-250元),餐飲服務人員,工讀生,門市／店員／專櫃人員,,,外送人員,調酒師／吧台人員,冷熱飲調製人員,資材人員,生管／助理
MO-MO-PARADISE,【MO-MO-PARADISE】新店裕隆城牧場-內場儲備主管(薪資46500起_還有4500元入職獎金&介紹獎金最高2萬元),儲備幹部,餐飲主管,中式廚師,,,品管／品保主管,其他料理廚師,餐廚助手,稽核人員,餐飲領班
MO-MO-PARADISE,"【MO-MO-PARADISE】新莊宏匯牧場-外場兼職(早班,中班,晚班)(時薪210元-250元)",餐飲服務人員,工讀生,門市／店員／專櫃人員,,,外送人員,冷熱飲調製人員,調酒師／吧台人員,房務人員,資材人員
MO-MO-PARADISE,"【MO-MO-PARADISE】桃園統領牧場-外場兼職(早班,中班,晚班)(時薪210元-250元)",餐飲服務人員,工讀生,門市／店員／專櫃人員,,,生鮮處理人員,木工,倉管／物料管理員,房務人員,資材人員
MO-MO-PARADISE,"【MO-MO-PARADISE】桃園經國牧場-外場兼職(早班,中班,晚班)(時薪210元-250元)",工讀生,門市／店員／專櫃人員,餐飲服務人員,,,外送人員,冷熱飲調製人員,調酒師／吧台人員,房務人員,資材人員
MO-MO-PARADISE,"【MO-MO-PARADISE】苗栗頭份牧場-外場兼職(中班,晚班,假日班)(時薪210元-250元)",工讀生,門市／店員／專櫃人員,餐飲服務人員,,,冷熱飲調製人員,調酒師／吧台人員,外送人員,生鮮處理人員,資材人員
MO-MO-PARADISE,"【MO-MO-PARADISE】蘆洲徐匯牧場-外場兼職(中班,晚班)(時薪210元-250元)",工讀生,門市／店員／專櫃人員,餐飲服務人員,,,冷熱飲調製人員,外送人員,調酒師／吧台人員,房務人員,生鮮處理人員
MO-MO-PARADISE,消夜場兼職｜最高$295【MO-MO-PARADISE 台北復興牧場】(工作時段21點至凌晨1點),餐飲服務人員,餐廚助手,門市／店員／專櫃人員,,,房務人員,倉儲物流人員,倉管／物料管理員,遊樂景點工作人員,生鮮處理人員
MOO-高雄夢時代店,"【MOO-高雄夢時代店】麵包二手_月薪37,400-47,400元起_月業績獎金及年度績效獎金另計_Miopane連鎖麵包新品牌",麵包師,,,,,調酒師／吧台人員,門市／店員／專櫃人員,餐廚助手,冷熱飲調製人員,餐飲服務人員
MOO-高雄夢時代店,"【MOO-高雄夢時代店】麵包學徒_月薪32,400-37,400元起_月業績獎金及年度績效獎金另計_Miopane連鎖麵包新品牌",學徒,麵包師,,,,調酒師／吧台人員,餐廚助手,餐飲服務人員,門市／店員／專櫃人員,其他料理廚師
Manpower 內部職缺,【Manpower 內部職缺】人才招募顧問,人事／人力資源專員,人事助理,人力／外勞仲介,,,稽核人員,稽核主管,醫師,客服人員,品管／品保主管
Manpower 內部職缺,【Manpower 內部職缺】招募顧問,人事／人力資源專員,人事助理,人力／外勞仲介,,,稽核人員,稽核主管,醫師,營造工程師,品管／品保主管
Miopane-桃園台茂購物中心店,"預計10月開幕【Miopane-桃園台茂購物中心店】麵包三手／月薪35,400-38,400元起/月業績獎金及年度績效獎金另計",麵包師,,,,,資材人員,業務助理,國貿助理,客服人員,電話客服人員
Miopane-桃園台茂購物中心店,"預計10月開幕【Miopane-桃園台茂購物中心店】麵包二手／月薪38,400-47,400元起/月業績獎金及年度績效獎金另計",麵包師,,,,,資材人員,業務助理,國貿助理,客服人員,電話客服人員
Miopane-桃園台茂購物中心店,"預計10月開幕【Miopane-桃園台茂購物中心店】麵包學徒/月薪34,400-35,400元起/月業績獎金及年度績效獎金另計(歡迎應屆畢業外籍生)",麵包師,,,,,資材人員,票務人員／旅行社人員,客服人員,電話客服人員,業務助理
MisterDonut,【MisterDonut】通路企劃專員（零售通路／超商合作）,行銷企劃人員,市場調查／分析人員,通路開發人員,,,活動企劃人員,資材人員,國貿助理,業務助理,傳播媒體編輯企劃
MyGo AI大數據,【MyGo AI大數據】 Proptech/Fintech土地開發組長/儲備幹部,代書／地政士,專案經理,都市／交通規劃人員,,,儲備幹部,土地開發人員,國內業務人員,不動產經紀人／營業員,客服主管
MyGo AI大數據,【MyGo AI大數據】Proptech/Fintech資料科學家/AI 機器學習工程師,軟體工程師,網站程式設計師,,,,機器學習工程師,BIOS工程師,軟／韌體測試工程師,測試工程師,數據分析師／資料分析師
MyGo AI大數據,【MyGo AI大數據】Proptech/Fintech都市計畫PT,都市／交通規劃人員,現場規劃工程師,,,,神秘客,資材人員,資料庫管理人員,工業設計,門市／店員／專櫃人員
MyGo AI大數據,【MyGo AI大數據】文案內容企劃,行銷企劃人員,行銷企劃助理,編輯／文字類人員,,,廣告文案企劃人員,行政助理,內勤業務,秘書,採購助理
MyGo AI大數據,【MyGo AI大數據】海外房地產電訪專員➤高獎金！保障底薪！不倒扣！,電話行銷人員,電話客服人員,電訪人員,,,國內業務人員,房務人員,ISO品保人員,不動產經紀人／營業員,客服主管
NISSAN,NISSAN裕民汽車-中古車部儲備幹部,汽車銷售人員,,,,,智慧製程工程師,壓鑄模具技術人員,電機工程主管,儲備幹部,生管主管
NISSAN,【NISSAN】引擎技師/半技師(五權西路廠),汽車維修人員,汽車引擎技術人員,其他車輛維修人員,,,CNC車床人員,汽車檢驗員,電機技師／工程師,電機設備裝配員,放電加工技術人員
NISSAN,【NISSAN】擴大選才，隔熱紙技師,汽車美容,其他車輛維修人員,,,,汽車檢驗員,電機技師／工程師,塑膠押出技術人員,放電加工技術人員,電機設備裝配員
NISSAN,【NISSAN】汽車噴漆塗裝技師/半技師(南中廠),噴漆技術人員,塗裝技術人員,,,,汽車檢驗員,CNC車床人員,壓鑄模具技術人員,放電加工技術人員,電機技師／工程師
NISSAN,【NISSAN】鈑金技師 (西屯),鈑金技術人員,,,,,電機技師／工程師,智慧製程工程師,電機設備裝配員,塑膠押出技術人員,技術人員
NISSAN,【NISSAN】鈑金技師(南中),鈑金技術人員,,,,,汽車檢驗員,CNC車床人員,技術人員,電機技師／工程師,壓鑄模具技術人員
NISSAN,【NISSAN】鈑金技師(南投),鈑金技術人員,,,,,技術人員,電機技師／工程師,模具技術人員,塑膠押出技術人員,壓鑄模具技術人員
Noodle Booze,【Noodle Booze】外場 晚班工讀,工讀生,餐飲服務人員,,,,調酒師／吧台人員,冷熱飲調製人員,飯店／旅館服務人員,外送人員,門市／店員／專櫃人員
Only Hair大有店,【Only Hair大有店】誠徵設計師｜保底40000,髮型設計師,美髮助理,,,,工業設計,PLC／自動控制工程師,水電工程師,建築繪圖／設計,平面設計
PC｜南投店,【 PC｜南投店 】設計師助理,美髮助理,總機／接待／櫃檯人員,售票／收銀人員,,,室內設計助理,設計助理,資訊助理人員,軟體助理工程師,UI/UX設計師
PC｜興安店,【 PC｜興安店 】設計助理,美髮助理,總機／接待／櫃檯人員,,,,室內設計助理,設計助理,資訊助理人員,軟體助理工程師,生管／助理
PI-DQE,【PI-DQE】EMC工程師,EMC／安規工程人員,IC封裝／測試工程師,,,,IC佈局工程師,BIOS工程師,RF通訊工程師,嵌入式工程師,IC設計工程師
PI-DQE,【PI-DQE】Mini Line工程師,IC封裝／測試工程師,電子工程師,,,,IC佈局工程師,嵌入式工程師,IC設計工程師,冷凍空調繪圖／設計,軟體工程師
PI-DQE,【PI-DQE】Safety工程師,IC封裝／測試工程師,軟／韌體測試工程師,,,,可靠度工程師,IC佈局工程師,BIOS工程師,水電工程師,PLC／自動控制工程師
PI-DQE,【PI-DQE】環保法規工程師,環保／環境工程師／技師,,,,,水電工程師,結構技師／工程師,IC佈局工程師,嵌入式工程師,土木工程師
Potato Corner台北京站,【Potato Corner台北京站】組長,門市／店員／專櫃人員,店長／門市管理人員,餐飲服務人員,,,空服人員,售票／收銀人員,資材人員,水電工,電機技師／工程師
Potato Corner桃園大江,【Potato Corner桃園大江】組長,門市／店員／專櫃人員,店長／門市管理人員,餐飲服務人員,,,資材人員,空服人員,水電工,電機技師／工程師,機構工程師
Potato Corner統一時代,【Potato Corner統一時代】組長,門市／店員／專櫃人員,店長／門市管理人員,餐飲服務人員,,,資材人員,水電工,PLC／自動控制工程師,電機技師／工程師,空服人員
Potato Corner雙北地區,【Potato Corner雙北地區】組長,門市／店員／專櫃人員,店長／門市管理人員,餐飲服務人員,,,資材人員,空服人員,儲備幹部,水電工,PLC／自動控制工程師
QODM實驗室,安定性研發工程師-屏東農科園區 【RDR003 研發設計中心 QODM實驗室】,食品研發人員,生物科技研發人員,,,,EMC／安規工程人員,材料分析員,軟／韌體測試工程師,測試工程師,材料研發人員
SAH001 全球業務中心,國際業務/International Sales【SAH001 全球業務中心】/客戶成功經理,經營管理主管,,,,,國外業務人員,國外業務主管,廣告AE,國內業務人員,國貿人員
SAVE 認證聯盟,拍賣認證事業群_【SAVE 認證聯盟】車輛查定鑑定師／車況認證工程師 (台中拍場)/底薪+優渥獎金,汽車檢驗員,汽車引擎技術人員,,,,零組件工程師,機構工程師,機械加工技術人員,雷射技術操作員,工業設計
SOGO復興店,COVA咖啡廳外場服務專員（101 店/ SOGO復興店）,餐飲服務人員,,,,,侍酒師,調酒師／吧台人員,飯店／旅館服務人員,冷熱飲調製人員,咖啡師
SOGO復興店,鐵板燒廚師、儲備幹部(SOGO復興店),餐飲服務人員,餐廚助手,,,,品管／品保主管,調酒師／吧台人員,店長／門市管理人員,餐飲主管,儲備幹部
SPEEDO,SPEEDO平鎮.觀音.草漯-持續累積被動收入~!非仲介好推廣，半個政府公務員*好上手*社會住宅包租代管-租賃管理師,國內業務人員,,,,,客服主管,客服工程師,客戶成功經理,資材人員,平面設計
SPEEDO,SPEEDO集團-吉富(內壢-人資專員)-無經驗可,人事／人力資源專員,人事助理,教育訓練人員,,,餐廚助手,生鮮處理人員,包裝員／作業員,倉管／物料管理員,客服人員
